[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, quantum design, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Temp(K),Field(Oe),source(A),R(V),R(ohm)
3756103674.378000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103674.526000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103674.627000,294.998900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103674.798000,294.998900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103674.930000,294.998900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103675.030000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103675.208000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103675.318000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103675.500000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103675.602000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103675.769000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103675.870000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103676.035000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103676.135000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103676.236000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103676.405000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103676.506000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103676.690000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103676.805000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103676.969000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103677.121000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103677.306000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103677.421000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103677.612000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103677.749000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103677.906000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103678.087000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103678.262000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103678.364000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103678.518000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103678.634000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103678.823000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103678.924000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103679.107000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103679.222000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103679.362000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103679.463000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103679.572000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103679.711000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103679.871000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103680.019000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103680.147000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103680.321000,294.999300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103680.436000,294.999300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103680.607000,294.999300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103680.715000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103680.915000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103681.061000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103681.216000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103681.362000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103681.518000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103681.629000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103681.764000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103681.865000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103681.994000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103682.220000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103682.415000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103682.521000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103682.662000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103682.763000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103682.864000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103683.016000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103683.153000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103683.323000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103683.462000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103683.667000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103683.862000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103683.963000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103684.073000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103684.266000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103684.388000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103684.584000,295.002200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103684.754000,295.002200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103684.855000,295.002200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103684.959000,295.002200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103685.119000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103685.285000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103685.446000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103685.551000,294.998900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103685.761000,294.998900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103685.867000,294.998900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103686.035000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103686.169000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103686.374000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103686.475000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103686.645000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103686.790000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103686.972000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103687.075000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103687.335000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103687.485000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103687.586000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103687.714000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103687.933000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103688.102000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103688.214000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103688.333000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103688.556000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103688.722000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103688.823000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103688.951000,295.002800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103689.198000,295.002800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103689.389000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103689.539000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103689.714000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103689.815000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103689.986000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103690.135000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103690.279000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103690.430000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103690.626000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103690.727000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103690.864000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103690.991000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103691.212000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103691.313000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103691.504000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103691.605000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103691.775000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103691.882000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103692.043000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103692.144000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103692.276000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103692.479000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103692.639000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103692.740000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103692.852000,295.002200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103693.014000,295.002200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103693.115000,295.002200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103693.308000,295.003100,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103693.423000,295.003100,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103693.578000,295.003100,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103693.683000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103693.848000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103693.949000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103694.050000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103694.191000,295.003100,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103694.333000,295.003100,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103694.521000,295.003100,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103694.625000,295.003100,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103694.804000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103694.939000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103695.110000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103695.229000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103695.429000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103695.547000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103695.726000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103695.838000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103696.070000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103696.183000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103696.351000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103696.470000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103696.670000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103696.785000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103696.927000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103697.051000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103697.214000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103697.342000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103697.531000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103697.678000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103697.831000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103697.931000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103698.108000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103698.232000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103698.373000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103698.474000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103698.575000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103698.780000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103698.884000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103699.068000,295.002200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103699.292000,295.002200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103699.392000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103699.552000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103699.653000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103699.785000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103699.934000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103700.036000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103700.208000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103700.324000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103700.474000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103700.577000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103700.690000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103700.895000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103700.996000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103701.160000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103701.260000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103701.428000,294.998900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103701.585000,294.998900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103701.724000,294.998900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103701.834000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103701.997000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103702.122000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103702.274000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103702.375000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103702.573000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103702.674000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103702.774000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103702.973000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103703.146000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103703.323000,295.003400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103703.517000,295.003400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103703.642000,295.003400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103703.789000,294.999300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103703.890000,294.999300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103704.020000,294.999300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103704.231000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103704.392000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103704.493000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103704.599000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103704.768000,294.999300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103704.893000,294.999300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103705.104000,294.999300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103705.234000,295.001300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103705.392000,295.001300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103705.514000,295.001300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103705.680000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103705.814000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103706.018000,294.999800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103706.119000,294.997800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103706.318000,294.997800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103706.429000,294.997800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103706.569000,294.997800,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103706.691000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103706.869000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103706.992000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103707.163000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103707.285000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103707.453000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103707.554000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103707.744000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103707.845000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103707.950000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103708.132000,294.998700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103708.253000,294.998700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103708.453000,294.998700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103708.592000,294.998700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103708.693000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103708.927000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103709.028000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103709.147000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103709.339000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103709.470000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103709.637000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103709.749000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103709.952000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103710.146000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103710.247000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103710.357000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103710.543000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103710.645000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103710.836000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103710.950000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103711.116000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103711.312000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103711.467000,294.999300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103711.667000,294.999300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103711.767000,294.999300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103711.868000,294.999300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103712.032000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103712.154000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103712.394000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103712.556000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103712.657000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103712.773000,295.001900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103712.947000,294.999300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103713.117000,294.999300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103713.225000,294.999300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103713.344000,294.998900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103713.504000,294.998900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103713.621000,294.998900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103713.775000,294.998900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103713.876000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103714.076000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103714.181000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103714.333000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103714.434000,294.999300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103714.583000,294.999300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103714.772000,294.999300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103714.943000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103715.059000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103715.160000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103715.311000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103715.437000,295.002200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103715.624000,295.002200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103715.725000,295.002200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103715.886000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103716.031000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103716.188000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103716.290000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103716.500000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103716.635000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103716.828000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103716.946000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103717.121000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103717.227000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103717.376000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103717.527000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103717.715000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103717.825000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103717.985000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103718.146000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103718.326000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103718.446000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103718.590000,294.999500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103718.692000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103718.925000,295.001000,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103719.026000,295.001300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103719.234000,295.001300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103719.339000,295.001300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103719.517000,295.001300,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103719.623000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103719.784000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103719.913000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103720.081000,295.002200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103720.186000,295.002200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103720.414000,295.002200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103720.536000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103720.693000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103720.823000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103720.981000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103721.108000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103721.274000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103721.400000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103721.550000,295.000200,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103721.651000,294.998900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103721.764000,294.998900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103721.908000,294.998900,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103722.043000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103722.245000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103722.347000,295.001600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103722.512000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103722.629000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103722.816000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103722.917000,295.002500,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103723.035000,294.996600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103723.213000,294.996600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103723.314000,294.996600,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103723.493000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103723.606000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103723.783000,295.000700,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103723.884000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103724.028000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103724.153000,295.000400,Stable,-0.070000,StablePersistent,PurgedAndSealed
3756103724.403000,295.001300,Stable,-0.070000,StablePersistent,PurgedAndSealed
